machine_id	time_stamp	cpu_util_percent	mem_util_percent			net_in	net_out	disk_io_percent
m_1932	386640	41	92			43.04	33.08	5
m_1932	386670	43	92			43.04	33.08	5
m_1932	386690	44	92			43.05	33.08	5
m_1932	386800	46	92			43.05	33.08	3
m_1932	386930	44	93			43.05	33.09	4
m_1932	387000	41	93			43.05	33.09	4
m_1932	387090	46	93			43.05	33.09	3
m_1932	387170	47	93			43.05	33.09	4
m_1932	387180	46	93			43.05	33.09	3
m_1932	387200	46	93			43.05	33.09	3
m_1932	387530	46	93			43.06	33.1	5
m_1932	387610	73	97			43.06	33.1	7
m_1932	387690	75	97			43.06	33.1	5
m_1932	387840	68	96			43.07	33.1	3
m_1932	387900	71	96			43.07	33.1	5
m_1932	387950	68	96			43.07	33.1	5
m_1932	387990	66	96			43.07	33.1	4
m_1932	388050	55	96			43.07	33.11	2
m_1932	388160	52	97			43.07	33.11	5
m_1932	388170	53	96			43.07	33.11	5
m_1932	388260	41	83			43.07	33.11	3
m_1932	388330	37	83			43.08	33.11	4
m_1932	388340	36	83			43.08	33.11	4
m_1932	388500	35	83			43.08	33.11	6
m_1932	388620	35	84			43.08	33.12	3
m_1932	388650	32	83			43.08	33.12	3
m_1932	388730	37	83			43.08	33.12	3
m_1932	388770	34	83			43.08	33.12	2
m_1932	388780	30	83			43.08	33.12	2
m_1932	388790	31	83			43.08	33.12	2
m_1932	388870	38	85			43.08	33.12	4
m_1932	388900	35	84			43.09	33.12	4
m_1932	389010	47	86			43.09	33.12	4
m_1932	389100	49	88			43.09	33.12	8
m_1932	389120	46	86			43.09	33.12	8
m_1932	389190	40	87			43.09	33.13	8
m_1932	389240	36	87			43.09	33.13	5
m_1932	389430	41	88			43.1	33.13	4
m_1932	389520	46	87			43.1	33.13	3
m_1932	389530	46	88			43.1	33.13	3
m_1932	389640	48	86			43.1	33.13	7
m_1932	389710	57	87			43.11	33.13	6
m_1932	389800	47	86			43.11	33.14	6
m_1932	389890	47	86			43.11	33.14	2
m_1932	390040	36	86			43.12	33.14	11
m_1932	390380	62	87			43.12	33.15	4
m_1932	390410	43	86			43.12	33.15	4
m_1932	390460	35	86			43.12	33.15	4
m_1932	390470	30	86			43.13	33.15	4
m_1932	390580	27	85			43.13	33.15	3
m_1932	390750	34	85			43.13	33.16	5
m_1932	390900	40	86			43.13	33.16	4
m_1932	391040	39	86			43.14	33.16	5
m_1932	391090	39	86			43.14	33.16	3
m_1932	391150	35	85			43.14	33.17	3
m_1932	391280	41	86			43.14	33.17	3
m_1932	391390	40	88			43.14	33.17	3
m_1932	391400	43	88			43.14	33.17	3
m_1932	391440	51	89			43.14	33.17	7
m_1932	391450	53	88			43.14	33.17	7
m_1932	391810	41	87			43.15	33.18	3
m_1932	391880	36	84			43.15	33.18	4
m_1932	391900	40	85			43.15	33.18	4
m_1932	392000	68	87			43.16	33.18	2
m_1932	392020	85	88			43.16	33.18	2
m_1932	392180	53	91			43.16	33.18	2
m_1932	392190	49	89			43.16	33.18	2
m_1932	392210	29	84			43.16	33.18	2
m_1932	392420	41	87			43.17	33.19	3
m_1932	392460	49	87			43.18	33.19	4
m_1932	392550	31	87			43.19	33.19	3
m_1932	392600	61	87			43.19	33.19	2
m_1932	392690	42	88			43.2	33.19	4
m_1932	392800	43	86			43.2	33.19	8
m_1932	392830	51	86			43.2	33.19	4
m_1932	392940	49	87			43.2	33.2	5
m_1932	393060	48	86			43.21	33.2	3
m_1932	393140	61	90			43.21	33.2	18
m_1932	393260	50	91			43.21	33.2	10
m_1932	393350	52	92			43.21	33.21	4
m_1932	393400	59	91			43.22	33.21	5
m_1932	393420	51	90			43.22	33.21	8
m_1932	393530	50	89			43.22	33.21	4
m_1932	393680	59	92			43.22	33.21	7
m_1932	393790	59	92			43.22	33.21	6
m_1932	393840	56	93			43.23	33.22	6
m_1932	393880	58	92			43.23	33.22	6
m_1932	393970	54	92			43.23	33.22	5
m_1932	394010	39	91			43.23	33.22	5
m_1932	394090	49	92			43.24	33.22	5
m_1932	394110	44	92			43.24	33.22	5
m_1932	394130	60	92			43.24	33.22	5
m_1932	394230	41	89			43.24	33.22	5
m_1932	394340	60	93			43.24	33.22	16
m_1932	394690	36	89			43.25	33.23	19
m_1932	394720	42	89			43.26	33.23	19
m_1932	394760	47	90			43.26	33.23	9
m_1932	394900	47	90			43.26	33.24	11
m_1932	395150	44	90			43.27	33.24	16
m_1932	395210	38	90			43.27	33.24	10
m_1932	395290	43	90			43.27	33.24	11
m_1932	395330	44	91			43.27	33.24	11
m_1932	395350	52	92			43.27	33.24	9
m_1932	395680	46	93			43.28	33.25	8
m_1932	395710	47	93			43.28	33.25	9
m_1932	395780	47	94			43.28	33.25	6
m_1932	395790	44	93			43.28	33.25	6
m_1932	395860	39	93			43.29	33.25	7
m_1932	395890	43	94			43.29	33.26	7
m_1932	395980	42	95			43.29	33.26	5
m_1932	396160	55	95			43.29	33.26	14
m_1932	396190	46	93			43.3	33.26	27
m_1932	396250	55	96			43.3	33.26	4
m_1932	396280	43	96			43.3	33.26	4
m_1932	396290	38	96			43.3	33.26	4
m_1932	396380	43	94			43.31	33.27	5
m_1932	396520	48	95			43.31	33.27	8
m_1932	396630	57	96			43.31	33.27	5
m_1932	396650	55	97			43.31	33.27	5
m_1932	396850	48	91			43.32	33.27	10
m_1932	396860	48	91			43.32	33.27	10
m_1932	396900	41	91			43.32	33.28	8
m_1932	397110	52	94			43.33	33.28	9
m_1932	397260	39	91			43.33	33.28	6
m_1932	397280	39	91			43.33	33.28	6
m_1932	397520	45	91			43.34	33.29	8
m_1932	397570	45	90			43.34	33.29	8
m_1932	397630	61	92			43.34	33.29	6
m_1932	397670	61	92			43.34	33.29	6
m_1932	397790	67	94			43.35	33.3	7
m_1932	397870	56	93			43.35	33.3	8
m_1932	398040	42	92			43.36	33.3	3
m_1932	398060	60	93			43.36	33.3	3
m_1932	398150	50	92			43.36	33.3	5
m_1932	398160	46	93			43.36	33.3	4
m_1932	398220	44	92			43.36	33.31	5
m_1932	398230	43	92			43.36	33.31	5
m_1932	398380	48	92			43.36	33.31	4
m_1932	398400	40	92			43.36	33.31	6
m_1932	398550	52	94			43.37	33.31	19
m_1932	398570	37	92			43.37	33.31	19
m_1932	398710	41	92			43.38	33.31	7
m_1932	398750	45	92			43.38	33.32	7
m_1932	398920	33	93			43.38	33.32	6
m_1932	398980	34	92			43.38	33.32	6
m_1932	399110	38	95			43.39	33.32	7
m_1932	399320	44	97			43.39	33.32	5
m_1932	399460	37	95			43.4	33.33	4
m_1932	399590	28	93			43.4	33.33	6
m_1932	399630	42	93			43.41	33.33	6
m_1932	399920	48	93			43.41	33.33	7
m_1932	400010	35	91			43.41	33.34	5
m_1932	400090	34	92			43.42	33.34	11
m_1932	400210	31	92			43.42	33.34	2
m_1932	400250	36	93			43.42	33.34	2
m_1932	400500	34	94			43.42	33.34	3
m_1932	400520	41	95			43.42	33.34	3
m_1932	400630	50	97			43.43	33.35	4
m_1932	400670	36	94			43.43	33.35	4
m_1932	400720	35	93			43.43	33.35	5
m_1932	400780	35	93			43.43	33.35	5
m_1932	400820	33	94			43.43	33.35	6
